# gsd	gsr	firingRate	maxFreq	ampFreq	ampOscil	class	meanEv	meanCT	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10
0	0.00023	8.254	4.12	1.3385e+07	86.1681	0	0	0	-10	-10	-10	0	0	0	0	0	0.0213145	0
0	0.000231	8.348	4.18	1.35807e+07	86.1134	0	0	0	-10	-10	-10	0	0	0	0	0	0.0263026	0
0	0.000232	8.434	4.22	1.5135e+07	86.0708	0	0	0	-10	-10	-10	0	0	0	0	0	0.0190786	0
0	0.000233	8.512	4.26	1.48036e+07	86.0368	0	0	0	-10	-10	-10	0	0	0	0	0	0.0209837	0
0	0.000234	8.586	4.3	1.24909e+07	86.0092	0	0	0	-10	-10	-10	0	0	0	0	0	0.021561	0
0	0.000235	8.654	4.32	1.28251e+07	85.9867	0	0	0	-10	-10	-10	0	0	0	0	0	0.0179855	0
0	0.000236	8.72	4.36	1.5834e+07	85.9683	0	0	0	-10	-10	-10	0	0	0	0	0	0.0252204	0
0	0.000237	8.782	4.4	1.0661e+07	85.9534	0	0	0	-10	-10	-10	0	0	0	0	0	0.0201414	0
0	0.000238	8.84	4.42	1.58617e+07	85.9413	0	0	0	-10	-10	-10	0	0	0	0	0	0.0187923	0
0	0.000239	8.898	4.44	1.15996e+07	85.9318	0	0	0	-10	-10	-10	0	0	0	0	0	0.0234854	0
0	0.00024	8.951	4.48	1.46675e+07	85.9245	0	0	0	-10	-10	-10	0	0	0	0	0	0.0235155	0
0	0.000241	9.002	4.5	1.57337e+07	85.9192	0	0	0	-10	-10	-10	0	0	0	0	0	0.0172318	0
0	0.000242	9.054	4.52	1.30974e+07	85.9156	0	0	0	-10	-10	-10	0	0	0	0	0	0.020277	0
0	0.000243	9.102	4.56	1.10507e+07	85.9137	0	0	0	-10	-10	-10	0	0	0	0	0	0.0130211	0
0	0.000244	9.148	4.58	1.38514e+07	85.9133	0	0	0	-10	-10	-10	0	0	0	0	0	0.0173734	0
0	0.000245	9.192	4.6	1.52513e+07	85.9142	0	0	0	-10	-10	-10	0	0	0	0	0	0.0115868	0
0	0.000246	9.236	4.62	1.58126e+07	85.9165	0	0	0	-10	-10	-10	0	0	0	0	0	0.0226679	0
0	0.000247	9.278	4.64	1.60111e+07	85.9199	0	0	0	-10	-10	-10	0	0	0	0	0	0.0173049	0
0	0.000248	9.318	4.66	1.60529e+07	85.9246	0	0	0	-10	-10	-10	0	0	0	0	0	0.0159723	0
0	0.000249	9.356	4.68	1.59624e+07	85.9303	0	0	0	-10	-10	-10	0	0	0	0	0	0.0133091	0
0	0.00025	9.393	4.7	1.55725e+07	85.9371	0	0	0	-10	-10	-10	0	0	0	0	0	0.018661	0
0	0.000251	9.43	4.72	1.45272e+07	85.945	0	0	0	-10	-10	-10	0	0	0	0	0	0.0159894	0
0	0.000252	9.464	4.74	1.23517e+07	85.9538	0	0	0	-10	-10	-10	0	0	0	0	0	0.0186444	0
0	0.000253	9.498	4.74	1.18509e+07	85.9637	0	0	0	-10	-10	-10	0	0	0	0	0	0.0121153	0
0	0.000254	9.528	4.76	1.51188e+07	85.9745	0	0	0	-10	-10	-10	0	0	0	0	0	0.0109143	0
0	0.000255	9.558	4.78	1.63703e+07	85.9863	0	0	0	-10	-10	-10	0	0	0	0	0	0.0157512	0
0	0.000256	9.588	4.8	1.40018e+07	85.9991	0	0	0	-10	-10	-10	0	0	0	0	0	0.0133387	0
0	0.000257	9.614	4.8	1.28744e+07	86.0128	0	0	0	-10	-10	-10	0	0	0	0	0	0.00968992	0
0	0.000258	9.642	4.82	1.65131e+07	86.0276	0	0	0	-10	-10	-10	0	0	0	0	0	0.0120968	0
0	0.000259	9.664	4.84	1.33094e+07	86.0434	0	0	0	-10	-10	-10	0	0	0	0	0	0.0121027	0
0	0.00026	9.688	4.84	1.53428e+07	86.0602	0	0	0	-10	-10	-10	0	0	0	0	0	0.0133151	0
0	0.000261	9.711	4.86	1.51536e+07	86.078	0	0	0	-10	-10	-10	0	0	0	0	0	0.0169806	0
0	0.000262	9.73	4.86	1.49187e+07	86.097	0	0	0	-10	-10	-10	0	0	0	0	0	0.0163468	0
0	0.000263	9.748	4.88	1.47635e+07	86.1172	0	0	0	-10	-10	-10	0	0	0	0	0	0.0174341	0
0	0.000264	9.766	4.88	1.6299e+07	86.1385	0	0	0	-10	-10	-10	0	0	0	0	0	0.0109127	0
0	0.000265	9.782	4.9	1.11661e+07	86.1612	0	0	0	-10	-10	-10	0	0	0	0	0	0.0206896	0
0	0.000266	9.794	4.9	1.63467e+07	86.1852	0	0	0	-10	-10	-10	0	0	0	0	0	0.0131056	0
0	0.000267	9.804	4.9	1.65622e+07	86.2107	0	0	0	-10	-10	-10	0	0	0	0	0	0.00982072	0
0	0.000268	9.814	4.9	1.363e+07	86.2377	0	0	0	-10	-10	-10	0	0	0	0	0	0.0130821	0
0	0.000269	9.822	4.92	1.17546e+07	86.2665	0	0	0	-10	-10	-10	0	0	0	0	0	0.0152723	0
0	0.00027	9.826	4.92	1.40594e+07	86.2972	0	0	0	-10	-10	-10	0	0	0	0	0	0.0109127	0
0	0.000271	9.828	4.92	1.49417e+07	86.33	0	0	0	-10	-10	-10	0	0	0	0	0	0.0119851	0
0	0.000272	9.828	4.92	1.46377e+07	86.3651	0	0	0	-10	-10	-10	0	0	0	0	0	0.0141631	0
0	0.000273	9.823	4.92	1.27468e+07	86.4029	0	0	0	-10	-10	-10	0	0	0	0	0	0.0130681	0
0	0.000274	9.814	4.9	1.37656e+07	86.4438	0	0	0	-10	-10	-10	0	0	0	0	0	0.00981157	0
0	0.000275	9.802	4.9	1.75673e+07	86.4882	0	0	0	-10	-10	-10	0	0	0	0	0	0.00968146	0
0	0.000276	9.786	4.9	1.43874e+07	86.5368	0	0	0	-10	-10	-10	0	0	0	0	0	0.00773302	0
0	0.000277	9.762	4.88	1.78306e+07	86.5906	0	0	0	-10	-10	-10	0	0	0	0	0	0.0106496	0
0	0.000278	9.732	4.86	1.54555e+07	86.6507	0	0	0	-10	-10	-10	0	0	0	0	0	0.012574	0
0	0.000279	9.692	4.84	1.55905e+07	86.719	0	0	0	-10	-10	-10	0	0	0	0	0	0.016444	0
0	0.00028	9.64	4.82	1.84427e+07	86.7984	0	0	0	-10	-10	-10	0	0	0	0	0	0.0135498	0
0	0.000281	9.569	4.78	1.73077e+07	86.8936	0	0	0	-10	-10	-10	0	0	0	0	0	0.00870238	0
0	0.000282	9.468	4.74	1.65038e+07	87.014	0	0	0	-10	-10	-10	0	0	0	0	0	0.012593	0
0	0.000283	9.314	4.66	1.84382e+07	87.1815	0	0	0	-10	-10	-10	0	0	0	0	0	0.0125756	0
0	0.000284	8.992	4.5	1.9082e+07	87.4856	0	0	0	-10	-10	-10	0	0	0	0	0	0.00969303	0
0	0.000285	13.035	4.34	1.90043e+07	87.9717	0	0	0	-10	-10	-10	0	0	0	0	0	0.017408	0
0	0.000286	13.434	4.48	1.99313e+07	87.8142	0	0	0	-10	-10	-10	0	0	0	0	0	0.0174146	0
0	0.000287	13.641	4.54	1.64315e+07	87.7391	0	0	0	-10	-10	-10	0	0	0	0	0	0.0183774	0
0	0.000288	13.785	4.6	1.84977e+07	87.6901	0	0	0	-10	-10	-10	0	0	0	0	0	0.0135387	0
0	0.000289	13.904	4.64	1.76575e+07	87.6544	0	0	0	-10	-10	-10	0	0	0	0	0	0.0164368	0
0	0.00029	14.001	4.66	1.54014e+07	87.627	0	0	0	-10	-10	-10	0	0	0	0	0	0.0203145	0
0	0.000291	14.088	4.7	1.84454e+07	87.6052	0	0	0	-10	-10	-10	0	0	0	0	0	0.0203094	0
0	0.000292	14.166	4.72	1.94272e+07	87.5875	0	0	0	-10	-10	-10	0	0	0	0	0	0.0164574	0
0	0.000293	14.235	4.74	1.79432e+07	87.573	0	0	0	-10	-10	-10	0	0	0	0	0	0.0145021	0
0	0.000294	14.295	4.76	1.70975e+07	87.561	0	0	0	-10	-10	-10	0	0	0	0	0	0.0126335	0
0	0.000295	14.355	4.78	1.75294e+07	87.5513	0	0	0	-10	-10	-10	0	0	0	0	0	0.0185622	0
0	0.000296	14.409	4.8	1.87471e+07	87.5433	0	0	0	-10	-10	-10	0	0	0	0	0	0.0151815	0
0	0.000297	14.46	4.82	1.95065e+07	87.5368	0	0	0	-10	-10	-10	0	0	0	0	0	0.0151725	0
0	0.000298	14.506	4.84	1.80466e+07	87.5314	0	0	0	-10	-10	-10	0	0	0	0	0	0.013478	0
0	0.000299	14.553	4.86	1.30146e+07	87.5277	0	0	0	-10	-10	-10	0	0	0	0	0	0.0168593	0
0	0.0003	14.592	4.86	1.79808e+07	87.5248	0	0	0	-10	-10	-10	0	0	0	0	0	0.0160284	0
0	0.000301	14.632	4.88	1.89602e+07	87.5229	0	0	0	-10	-10	-10	0	0	0	0	0	0.0117951	0
0	0.000302	14.67	4.88	1.27594e+07	87.5219	0	0	0	-10	-10	-10	0	0	0	0	0	0.0118002	0
0	0.000303	14.703	4.9	1.93849e+07	87.5218	0	0	0	-10	-10	-10	0	0	0	0	0	0.00927409	0
0	0.000304	14.736	4.92	1.49107e+07	87.5225	0	0	0	-10	-10	-10	0	0	0	0	0	0.0126485	0
0	0.000305	14.769	4.92	1.91349e+07	87.5239	0	0	0	-10	-10	-10	0	0	0	0	0	0.014335	0
0	0.000306	14.793	4.94	1.45026e+07	87.5261	0	0	0	-10	-10	-10	0	0	0	0	0	0.011804	0
0	0.000307	14.82	4.94	1.9554e+07	87.529	0	0	0	-10	-10	-10	0	0	0	0	0	0.0134874	0
0	0.000308	14.847	4.94	1.40855e+07	87.5326	0	0	0	-10	-10	-10	0	0	0	0	0	0.0151684	0
0	0.000309	14.871	4.96	1.84352e+07	87.5369	0	0	0	-10	-10	-10	0	0	0	0	0	0.0143188	0
0	0.00031	14.889	4.96	1.8936e+07	87.5419	0	0	0	-10	-10	-10	0	0	0	0	0	0.0168375	0
0	0.000311	14.907	4.96	1.36296e+07	87.5477	0	0	0	-10	-10	-10	0	0	0	0	0	0.0118002	0
0	0.000312	14.923	4.98	1.73949e+07	87.5541	0	0	0	-10	-10	-10	0	0	0	0	0	0.0126308	0
0	0.000313	14.937	4.98	1.96932e+07	87.5612	0	0	0	-10	-10	-10	0	0	0	0	0	0.0143273	0
0	0.000314	14.949	4.98	1.89225e+07	87.5692	0	0	0	-10	-10	-10	0	0	0	0	0	0.0143126	0
0	0.000315	14.961	4.98	1.65953e+07	87.5779	0	0	0	-10	-10	-10	0	0	0	0	0	0.0168465	0
0	0.000316	14.967	4.98	1.41446e+07	87.5874	0	0	0	-10	-10	-10	0	0	0	0	0	0.0160111	0
0	0.000317	14.973	5	1.29547e+07	87.5979	0	0	0	-10	-10	-10	0	0	0	0	0	0.0134642	0
0	0.000318	14.973	5	1.36072e+07	87.6093	0	0	0	-10	-10	-10	0	0	0	0	0	0.0126451	0
0	0.000319	14.973	5	1.29495e+07	87.6217	0	0	0	-10	-10	-10	0	0	0	0	0	0.0143057	0
0	0.00032	14.967	4.98	1.46387e+07	87.6354	0	0	0	-10	-10	-10	0	0	0	0	0	0.0151676	0
0	0.000321	14.958	4.98	1.77047e+07	87.6503	0	0	0	-10	-10	-10	0	0	0	0	0	0.0117926	0
0	0.000322	14.943	4.98	2.00887e+07	87.6667	0	0	0	-10	-10	-10	0	0	0	0	0	0.0109396	0
0	0.000323	14.925	4.98	1.81486e+07	87.6848	0	0	0	-10	-10	-10	0	0	0	0	0	0.0101052	0
0	0.000324	14.9	4.96	1.66604e+07	87.7048	0	0	0	-10	-10	-10	0	0	0	0	0	0.0136131	0
0	0.000325	14.871	4.96	1.9305e+07	87.7273	0	0	0	-10	-10	-10	0	0	0	0	0	0.011442	0
0	0.000326	14.829	4.94	1.97386e+07	87.7526	0	0	0	-10	-10	-10	0	0	0	0	0	0.0100239	0
0	0.000327	14.779	4.92	1.76142e+07	87.7817	0	0	0	-10	-10	-10	0	0	0	0	0	0.0114415	0
0	0.000328	14.712	4.9	1.922e+07	87.8157	0	0	0	-10	-10	-10	0	0	0	0	0	0.0114379	0
0	0.000329	14.628	4.88	1.93902e+07	87.8565	0	0	0	-10	-10	-10	0	0	0	0	0	0.00931297	0
0	0.00033	14.511	4.84	2.02561e+07	87.9078	0	0	0	-10	-10	-10	0	0	0	0	0	0.0135892	0
0	0.000331	14.34	4.78	2.14244e+07	87.9772	0	0	0	-10	-10	-10	0	0	0	0	0	0.0121653	0
0	0.000332	14.042	4.68	2.18877e+07	88.0882	0	0	0	-10	-10	-10	0	0	0	0	0	0.0121675	0
0	0.000333	16.48	4.12	2.4461e+07	88.7146	0	0	0	-10	-10	-10	0	0	0	0	0	0.0171746	0
0	0.000334	17.807	4.46	1.64143e+07	88.4762	0	0	0	-10	-10	-10	0	0	0	0	0	0.017895	0
0	0.000335	18.108	4.52	1.77609e+07	88.4217	0	0	0	-10	-10	-10	0	0	0	0	0	0.0150203	0
0	0.000336	18.3	4.58	2.02894e+07	88.3894	0	0	0	-10	-10	-10	0	0	0	0	0	0.0143019	0
0	0.000337	18.44	4.62	1.43392e+07	88.3669	0	0	0	-10	-10	-10	0	0	0	0	0	0.0150278	0
0	0.000338	18.552	4.64	2.19242e+07	88.3501	0	0	0	-10	-10	-10	0	0	0	0	0	0.0171676	0
0	0.000339	18.644	4.66	2.21517e+07	88.3369	0	0	0	-10	-10	-10	0	0	0	0	0	0.0186092	0
0	0.00034	18.724	4.68	2.21515e+07	88.3266	0	0	0	-10	-10	-10	0	0	0	0	0	0.0142884	0
5e-06	0.00017	0	3.84	0.0128476	2.1364e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000171	0	4.02	0.00450295	3.03657e-07	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000172	0	3.38	0.0100942	1.63744e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000173	0	4.1	0.00586852	2.7932e-07	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000174	0	3.4	0.0147677	1.20957e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000175	0	2.98	0.0100008	7.40057e-07	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000176	0	3.54	0.0191145	1.4733e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000177	0	3.7	0.013985	1.51866e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000178	0	3.72	0.022657	4.84007e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000179	0	3.92	0.0124699	2.46723e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.00018	0	42.08	0.0301209	2.20502e-07	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000181	0	3.12	0.0174966	1.12966e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000182	0	42.96	0.0205433	1.2852e-07	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000183	0	3.6	0.0168322	2.01568e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000184	0	3.4	0.0200003	7.95869e-07	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000185	0	3.78	0.0223512	6.4426e-07	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000186	0	3.5	0.0398841	5.77527e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000187	0	3.5	0.0420002	1.81732e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000188	0	3.74	0.0397835	4.86104e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000189	0	45.9	0.0214528	6.11361e-07	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.00019	0	3.9	0.109857	4.94697e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000191	0	3.96	0.0918919	6.06528e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000192	0	4.02	0.0700259	2.07769e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000193	0	3.82	0.0645414	3.52369e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000194	0	3.92	0.116797	4.34184e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000195	0	3.98	0.164275	6.25173e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000196	0	62.26	0.0373739	4.14891e-07	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000197	0	4.1	0.346657	6.32319e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000198	0	4.16	1.10566	1.27153e-05	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000199	0	4.18	0.9473	1.14518e-05	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.0002	0	4.2	1.24202	1.17254e-05	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000201	0	4.24	2.2144	1.15201e-05	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000202	0	4.34	2.72041	1.56261e-05	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000203	0	4.4	1.60285	2.33586e-05	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000204	0	4.42	7.13203	3.53979e-05	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000205	0	3.96	1.008e+07	19.8213	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
5e-06	0.000206	1.858	3.72	1.15575e+07	83.7834	0	0	0	-10	-10	-10	0	0	0	0	0	0.0814203	0
5e-06	0.000207	3.793	3.8	1.0628e+07	83.6178	0	0	0	-10	-10	-10	0	0	0	0	0	0.0452035	0
5e-06	0.000208	3.943	3.94	1.24198e+07	83.4574	0	0	0	-10	-10	-10	0	0	0	0	0	0.0438595	0
5e-06	0.000209	4.038	4.04	1.27896e+07	83.3937	0	0	0	-10	-10	-10	0	0	0	0	0	0.042951	0
5e-06	0.00021	4.113	4.12	1.04015e+07	83.3674	0	0	0	-10	-10	-10	0	0	0	0	0	0.0633795	0
5e-06	0.000211	4.174	4.18	1.12836e+07	83.3629	0	0	0	-10	-10	-10	0	0	0	0	0	0.041829	0
5e-06	0.000212	4.227	4.22	1.08562e+07	83.3739	0	0	0	-10	-10	-10	0	0	0	0	0	0.061876	0
5e-06	0.000213	4.272	4.28	1.00153e+07	83.397	0	0	0	-10	-10	-10	0	0	0	0	0	0.061272	0
5e-06	0.000214	4.312	4.32	9.90127e+06	83.4305	0	0	0	-10	-10	-10	0	0	0	0	0	0.0607978	0
5e-06	0.000215	4.347	4.34	1.11442e+07	83.4736	0	0	0	-10	-10	-10	0	0	0	0	0	0.0804421	0
5e-06	0.000216	4.377	4.38	1.29305e+07	83.5258	0	0	0	-10	-10	-10	0	0	0	0	0	0.0799825	0
5e-06	0.000217	4.402	4.4	1.32704e+07	83.5873	0	0	0	-10	-10	-10	0	0	0	0	0	0.0795285	0
5e-06	0.000218	4.425	4.42	1.27828e+07	83.6583	0	0	0	-10	-10	-10	0	0	0	0	0	0.0793784	0
5e-06	0.000219	4.441	4.44	1.37917e+07	83.7397	0	0	0	-10	-10	-10	0	0	0	0	0	0.0789318	0
5e-06	0.00022	4.455	4.46	1.23907e+07	83.8327	0	0	0	-10	-10	-10	0	0	0	0	0	0.0789318	0
