# gsd	mle
158.55	0.004215
158.6	0.00424852
158.65	0.00401956
158.7	0.00386864
158.75	0.00438395
158.8	0.00507769
158.85	0.00306269
158.9	0.00390739
158.95	0.00421467
159	0.00398536
159.05	0.00414629
159.1	0.0039422
159.15	0.0040864
159.2	0.00470366
159.25	0.00262797
159.3	0.00362362
159.35	0.00413215
159.4	0.00369188
159.45	0.00364343
159.5	0.00424364
159.55	0.0035314
159.6	0.00374284
159.65	0.00324281
159.7	0.0041249
159.75	0.00415483
159.8	0.00271233
159.85	0.00498852
159.9	0.00299803
159.95	0.00338964
160	0.00309182
160.05	0.00208065
160.1	0.00309508
160.15	0.00196109
160.2	0.000252704
160.25	-0.000180625
160.3	0.000191865
160.35	0.000111072
160.4	0.000481613
160.45	0.000310235
160.5	8.83428e-05
160.55	-3.4525e-05
160.6	-4.83487e-05
160.65	-1.05296e-05
160.7	-9.32292e-05
160.75	0.000125379
160.8	0.000222142
160.85	0.000454654
160.9	0.00030188
160.95	0.000181077
161	-0.00012418
161.05	0.00016559
161.1	0.000210478
161.15	0.000210378
161.2	0.000193723
161.25	0.000168133
161.3	0.000136159
161.35	9.86775e-05
161.4	5.57085e-05
161.45	6.46526e-06
161.5	-5.09879e-05
161.55	-0.000120522
161.6	-0.000207288
161.65	-0.000384611
161.7	-0.00059151
161.75	-0.000320299
161.8	-0.000262933
161.85	-0.000230932
161.9	-0.000203775
161.95	-0.000180724
162	-0.000165944
162.05	-0.000163182
162.1	-0.000175158
162.15	-0.00020548
162.2	-0.000263596
162.25	-0.000397826
162.3	-0.000395517
162.35	-0.000336214
162.4	-0.000365888
162.45	-0.000505951
162.5	-0.000281162
162.55	-0.000203836
162.6	-0.000154966
162.65	-0.000119528
162.7	-9.22268e-05
162.75	-7.04245e-05
162.8	-5.26893e-05
162.85	-3.7909e-05
162.9	-2.56055e-05
162.95	-1.52497e-05
163	-6.53632e-06
163.05	8.66528e-07
163.1	7.14237e-06
163.15	1.24397e-05
163.2	1.68907e-05
163.25	2.06125e-05
163.3	2.36958e-05
163.35	2.62068e-05
163.4	2.82197e-05
163.45	2.97914e-05
163.5	3.09691e-05
163.55	3.17916e-05
163.6	3.23041e-05
163.65	3.25361e-05
163.7	3.25144e-05
163.75	3.22518e-05
163.8	3.17848e-05
163.85	3.11179e-05
163.9	3.0274e-05
163.95	2.92659e-05
164	2.81218e-05
164.05	2.68397e-05
164.1	2.54476e-05
164.15	2.39729e-05
164.2	2.24132e-05
164.25	2.08308e-05
164.3	1.92141e-05
164.35	1.76504e-05
164.4	1.61724e-05
164.45	1.47959e-05
164.5	1.35523e-05
164.55	1.25603e-05
164.6	1.18046e-05
164.65	1.13129e-05
164.7	1.11354e-05
164.75	1.13126e-05
164.8	1.18169e-05
164.85	1.26864e-05
164.9	1.38788e-05
164.95	1.53671e-05
165	1.71278e-05
165.05	1.91376e-05
165.1	2.1281e-05
165.15	2.3573e-05
165.2	2.59925e-05
165.25	2.84999e-05
165.3	3.10153e-05
165.35	3.3523e-05
165.4	3.60435e-05
165.45	3.84981e-05
165.5	4.08907e-05
165.55	4.31868e-05
165.6	4.539e-05
165.65	4.75018e-05
165.7	4.94728e-05
165.75	5.13074e-05
165.8	5.3e-05
165.85	5.45181e-05
165.9	5.58767e-05
165.95	5.705e-05
166	5.80214e-05
166.05	5.87699e-05
166.1	5.928e-05
166.15	5.95289e-05
166.2	5.94965e-05
166.25	5.915e-05
166.3	5.84632e-05
166.35	5.73952e-05
166.4	5.59047e-05
166.45	5.39428e-05
166.5	5.14744e-05
166.55	4.84141e-05
166.6	4.46849e-05
166.65	4.01899e-05
166.7	3.48199e-05
166.75	2.84885e-05
166.8	2.09223e-05
166.85	1.1948e-05
166.9	1.25496e-06
166.95	-1.1655e-05
167	-2.73564e-05
167.05	-4.68361e-05
167.1	-7.1673e-05
167.15	-0.000105058
167.2	-0.000153331
167.25	-0.000240415
167.3	-0.000396837
167.35	-0.000229417
167.4	-0.000193948
167.45	-0.000203629
167.5	-0.000313625
167.55	-0.000212658
167.6	-0.000124757
167.65	3.49541e-06
167.7	-0.000470758
167.75	7.54331e-05
167.8	-0.000108789
167.85	-0.000103695
167.9	-0.000108766
167.95	-0.000108029
168	-0.000102148
168.05	-9.33265e-05
168.1	-8.38953e-05
168.15	-7.57171e-05
168.2	-7.08765e-05
168.25	-7.20707e-05
168.3	-8.3267e-05
168.35	-0.000111725
168.4	-0.000195726
168.45	-0.000436635
168.5	-2.23731e-05
168.55	0.000269074
168.6	-0.000112241
168.65	-4.7597e-06
168.7	-9.21192e-05
168.75	8.20661e-05
168.8	0.000204952
168.85	0.000156123
168.9	7.46224e-05
168.95	1.56277e-05
169	-4.11128e-05
169.05	-0.000148904
169.1	-0.000682165
169.15	-0.000117106
169.2	-0.000121207
169.25	-9.38958e-05
169.3	-5.81368e-05
169.35	-1.77194e-05
169.4	-1.65011e-05
169.45	2.95143e-05
169.5	-2.73911e-05
169.55	-6.5145e-05
169.6	-8.64229e-05
169.65	-2.89909e-05
169.7	-5.58451e-05
169.75	3.63805e-05
169.8	-4.14668e-05
169.85	-6.42806e-05
169.9	3.39365e-05
169.95	4.86989e-05
170	5.26489e-05
170.05	5.25363e-05
170.1	4.98099e-05
170.15	4.4807e-05
170.2	3.73967e-05
170.25	2.69467e-05
170.3	1.25248e-05
170.35	-7.8399e-06
170.4	-3.70816e-05
170.45	-8.29869e-05
170.5	-0.000170747
170.55	-0.000311093
170.6	-0.000162961
170.65	-0.000156285
170.7	-0.000436813
170.75	-7.22308e-05
170.8	2.75977e-05
170.85	9.00357e-05
170.9	0.000132444
170.95	0.000159459
171	0.000172082
171.05	0.000169707
171.1	0.000150812
171.15	0.000112806
171.2	5.08895e-05
171.25	-4.82649e-05
171.3	-0.000261604
171.35	-0.000271345
171.4	-0.000413005
171.45	-0.000184422
171.5	-0.000135112
171.55	-0.000131657
171.6	-0.000158441
171.65	-0.000165957
171.7	-0.000930294
171.75	-0.000218406
171.8	-0.000183645
171.85	-0.000153483
171.9	-2.1196e-05
171.95	-7.6243e-05
172	-0.000100935
172.05	-0.000111667
172.1	-0.000112979
172.15	-0.000107187
172.2	-9.56792e-05
172.25	-7.94382e-05
172.3	-5.96845e-05
172.35	-3.86071e-05
172.4	-2.00406e-05
172.45	-1.21141e-05
172.5	-3.83505e-05
172.55	-0.000188411
172.6	6.59503e-05
172.65	0.000149387
172.7	0.0001899
172.75	0.00020222
172.8	0.00019376
172.85	0.00015347
172.9	-9.89805e-06
172.95	4.98084e-05
173	-0.000318004
173.05	-0.00010238
173.1	-7.6219e-05
173.15	-0.000157467
173.2	-0.000270966
173.25	-0.000192061
173.3	-0.00036634
173.35	-8.73323e-05
173.4	-4.86425e-06
173.45	4.45738e-05
173.5	7.73725e-05
173.55	9.81098e-05
173.6	0.00010428
173.65	7.84268e-05
173.7	-0.000154822
173.75	6.00092e-05
173.8	-6.39673e-05
173.85	0.000393756
173.9	0.000395495
173.95	0.000492173
174	0.00017662
174.05	0.000360795
174.1	-4.22313e-05
174.15	0.00021602
174.2	-0.000310089
174.25	0.00048499
174.3	-0.000348517
174.35	4.38499e-05
174.4	7.4449e-05
174.45	-0.000288205
174.5	0.00010341
174.55	1.26642e-05
174.6	-0.000156586
174.65	-0.000164946
174.7	-0.000261289
174.75	-7.33886e-06
174.8	8.23399e-05
174.85	0.000275405
174.9	0.00072912
174.95	0.000846042
175	0.0014297
175.05	0.00133971
175.1	0.00205435
175.15	0.00180076
175.2	0.00141401
175.25	0.00107626
175.3	0.000951436
175.35	0.00281143
175.4	0.0031721
175.45	0.00210914
175.5	0.000824778
175.55	0.00210059
175.6	0.0026925
175.65	0.00155121
175.7	0.00228188
175.75	0.00159531
175.8	0.00242711
175.85	0.00235183
175.9	0.00238143
175.95	0.00175888
176	0.00198052
176.05	0.00251166
176.1	0.00160896
176.15	0.00153806
176.2	0.0010774
176.25	0.000978241
176.3	0.00133015
176.35	0.00295164
176.4	0.00144604
176.45	0.00140588
176.5	0.00139607
176.55	0.00162212
176.6	0.00209576
176.65	0.00188968
176.7	0.0029342
176.75	0.00317045
176.8	0.002328
176.85	0.000466259
176.9	0.0022274
176.95	0.00195306
177	0.00362096
177.05	0.00358146
177.1	0.00228563
177.15	0.00426601
177.2	0.0038409
177.25	0.00292636
177.3	0.00304039
177.35	0.00160278
177.4	0.00334618
177.45	0.00221434
177.5	0.00277937
177.55	0.00228008
177.6	0.00330534
177.65	0.00239462
177.7	0.00250931
177.75	0.00286602
177.8	0.0028098
177.85	0.00364184
177.9	-5.86776e-05
177.95	0.00304169
178	0.00295247
178.05	0.0028467
178.1	0.00331748
178.15	0.00296763
178.2	0.00365543
178.25	0.00359146
178.3	0.00242805
178.35	0.00285943
178.4	0.00394728
178.45	0.00307601
178.5	0.00244746
178.55	0.00395919
178.6	0.00253381
178.65	0.00366455
178.7	0.00335508
178.75	0.00345715
178.8	0.00286255
178.85	0.00265667
178.9	0.00221209
178.95	0.00242566
179	-3.66336e-05
179.05	0.000357049
179.1	0.000659887
179.15	-9.78372e-05
179.2	2.54593e-05
179.25	0.000489041
179.3	-0.000726979
179.35	-4.38262e-05
179.4	0.000159228
179.45	1.55747e-05
179.5	7.44667e-05
179.55	8.25714e-05
179.6	-0.000123715
179.65	0.000187217
179.7	0.000147468
179.75	8.66457e-06
179.8	-0.000248971
179.85	-0.000896346
179.9	-0.000309241
179.95	-0.000501849
180	-0.000224166
180.05	3.65642e-05
180.1	-0.000183151
180.15	-0.000482687
180.2	-9.14682e-05
180.25	-0.000208364
180.3	0.000150699
180.35	-0.000155086
180.4	-0.000110252
180.45	6.33625e-05
180.5	0.000105335
180.55	0.000102427
180.6	8.57564e-05
180.65	-0.000359354
180.7	1.88449e-07
180.75	-0.000217086
180.8	-0.000240515
180.85	-0.000183066
180.9	1.9538e-05
180.95	-1.67836e-05
181	2.4476e-05
181.05	1.09806e-05
181.1	-3.19618e-05
181.15	-0.000130375
181.2	-0.000134994
181.25	-9.98557e-06
181.3	5.39916e-05
181.35	0.000102801
181.4	0.000146277
181.45	0.000188848
181.5	0.00023286
181.55	0.000274995
181.6	0.000297122
181.65	0.000274765
181.7	0.000220137
181.75	0.00015364
181.8	6.80035e-05
181.85	-0.000195407
181.9	-1.37175e-05
181.95	-4.90897e-05
182	3.83943e-05
182.05	9.53179e-05
182.1	3.76118e-05
182.15	-2.83345e-05
182.2	-0.000113174
182.25	3.33735e-05
182.3	-0.000118503
182.35	-7.45499e-06
182.4	2.46671e-05
182.45	3.465e-05
182.5	-0.000111867
182.55	-2.57473e-05
182.6	-8.02191e-05
182.65	-7.82836e-05
182.7	-1.98423e-05
182.75	0.000106138
182.8	9.46698e-05
182.85	0.00010111
182.9	0.000107698
182.95	0.000103706
183	9.92139e-05
183.05	9.54805e-05
183.1	9.28563e-05
183.15	9.15898e-05
183.2	9.15648e-05
183.25	9.26126e-05
183.3	9.44022e-05
183.35	9.65057e-05
183.4	9.85185e-05
183.45	9.98381e-05
183.5	9.97948e-05
183.55	9.74461e-05
183.6	9.15359e-05
183.65	7.97305e-05
183.7	5.82256e-05
183.75	1.89617e-05
183.8	-6.13799e-05
183.85	-0.000242688
183.9	-0.000152491
183.95	-5.94169e-05
184	-6.41223e-05
184.05	-0.000106746
184.1	-0.00032956
184.15	-0.000154425
184.2	-0.000377637
184.25	-0.000213764
184.3	-0.000185414
184.35	-0.000170497
184.4	-0.000187781
184.45	-0.000240305
184.5	-0.000154529
184.55	9.59963e-05
184.6	0.000521465
184.65	-6.22022e-05
184.7	-0.000116762
184.75	-2.92661e-05
184.8	0.000174015
184.85	-6.00061e-06
184.9	-0.000232403
184.95	-5.52308e-05
185	0.000211302
185.05	0.000229808
185.1	0.000132694
185.15	0.000260964
185.2	0.00048444
185.25	5.15695e-05
185.3	3.80904e-06
185.35	0.000378308
185.4	0.000308342
185.45	0.000291709
185.5	1.81308e-05
185.55	0.000213513
185.6	0.000326232
185.65	0.000869899
185.7	0.000785544
185.75	0.000990306
185.8	0.00264791
185.85	0.00186235
185.9	0.00113556
185.95	0.000556957
186	0.00066225
186.05	0.00124771
186.1	0.00237514
186.15	0.00229197
186.2	0.00146675
186.25	0.000920694
186.3	0.000726541
186.35	0.00184868
186.4	0.00178766
186.45	0.00163915
186.5	0.00144029
186.55	0.00237196
186.6	0.00237186
186.65	0.00184474
186.7	0.00178262
186.75	0.00173923
186.8	0.00295913
186.85	0.00168338
186.9	0.00154791
186.95	0.00125618
187	0.00110227
187.05	0.00185891
187.1	0.00117846
187.15	0.00106834
187.2	0.00125049
187.25	0.00165539
187.3	0.00171293
187.35	3.51864e-05
187.4	0.00188474
187.45	0.00285065
187.5	0.00240142
187.55	0.00299181
187.6	0.00223368
187.65	0.00217924
187.7	0.00249047
187.75	0.00225735
187.8	0.00213562
187.85	0.00234816
187.9	0.00232174
187.95	0.00268295
188	0.00308368
188.05	0.00199355
188.1	0.00314127
188.15	0.00293362
188.2	0.00345305
188.25	0.00312144
188.3	0.00441821
188.35	0.00225855
188.4	0.00399119
188.45	0.00314925
188.5	0.00396674
188.55	0.00347462
188.6	0.00385704
188.65	0.00258079
188.7	0.0026173
188.75	0.00196827
188.8	0.000273003
188.85	0.000345134
188.9	0.000281953
188.95	0.000190745
189	-9.93582e-05
189.05	0.000496666
189.1	0.0001467
189.15	-0.0001837
189.2	-0.000152842
189.25	6.05722e-05
189.3	7.2934e-05
189.35	0.000166336
189.4	-0.000108994
189.45	-0.000218723
189.5	0.000167771
189.55	6.92961e-05
189.6	6.33451e-05
189.65	9.34051e-05
189.7	-9.25111e-05
189.75	-0.000101984
189.8	-0.0001122
189.85	5.34121e-05
189.9	6.15855e-05
189.95	-0.000515772
190	-7.53577e-05
190.05	4.46413e-05
190.1	0.000170569
190.15	0.000187603
190.2	5.53586e-06
190.25	-9.33156e-07
190.3	-1.84296e-06
190.35	-0.000146828
190.4	-0.000204888
190.45	0.000215426
190.5	0.000177554
190.55	9.8879e-05
190.6	2.85486e-05
190.65	-3.09785e-05
190.7	-7.09853e-05
190.75	-8.26033e-05
190.8	-5.62118e-05
190.85	-8.11533e-07
190.9	7.67888e-05
190.95	0.000149242
191	9.72792e-05
191.05	0.000325365
191.1	-9.81652e-05
191.15	-7.72923e-05
191.2	0.000275471
191.25	2.87484e-05
191.3	-0.000388238
191.35	0.000236982
191.4	0.000375851
191.45	0.000392336
191.5	0.000365053
191.55	0.000322073
191.6	0.0004322
191.65	0.000329003
191.7	0.000402169
191.75	0.000112231
191.8	5.90334e-05
191.85	0.000292641
191.9	0.000140779
191.95	0.000189355
192	-8.9869e-05
192.05	0.000304606
192.1	0.000664765
192.15	0.00118946
192.2	0.00140614
192.25	0.00129193
192.3	0.000976459
192.35	0.0018914
192.4	0.00217443
192.45	0.00133051
192.5	0.00110623
192.55	0.00145721
192.6	0.00163616
192.65	0.000586628
192.7	0.00211231
192.75	0.000639067
192.8	0.0016613
192.85	0.00138329
192.9	0.00132995
192.95	0.00224501
193	0.00250519
193.05	0.001701
193.1	0.00264346
193.15	0.00231989
193.2	0.00104428
193.25	0.00247375
193.3	0.00259695
193.35	0.000812932
193.4	0.00168821
193.45	0.00106054
193.5	0.0022266
193.55	0.00160123
193.6	0.00210646
193.65	0.00261454
193.7	0.00207075
193.75	0.00186158
193.8	0.00223238
193.85	0.00248265
193.9	0.00196001
193.95	0.00206956
194	0.00241551
194.05	0.00182961
194.1	0.00284596
194.15	0.00263458
194.2	0.000508495
194.25	0.00332465
194.3	0.00269858
194.35	0.00368857
194.4	0.000342105
194.45	1.12293e-05
194.5	-0.000133042
194.55	0.000415143
194.6	-3.80952e-05
194.65	-8.68391e-05
194.7	0.000240867
194.75	0.00017782
194.8	9.20623e-05
194.85	-0.000193544
194.9	7.08407e-05
194.95	0.000226314
195	-6.79405e-05
195.05	8.2015e-05
195.1	-3.57289e-06
195.15	-4.08692e-05
195.2	0.000113678
195.25	0.00013102
195.3	0.000102426
195.35	8.6023e-05
195.4	0.000115638
195.45	0.000189474
195.5	0.000244007
195.55	0.000157255
195.6	-6.42325e-05
195.65	0.000143218
195.7	-4.73603e-06
195.75	6.62172e-05
195.8	0.000437945
195.85	0.000514389
195.9	0.000441644
195.95	0.000608918
196	0.000559152
196.05	0.000398766
196.1	0.000648214
196.15	0.000298998
196.2	0.00108255
196.25	0.000626395
196.3	0.000285323
196.35	0.00198176
196.4	0.00064698
196.45	0.000790681
196.5	0.00195671
196.55	0.00164283
196.6	0.00135888
196.65	0.00144598
196.7	0.00143511
196.75	0.00174881
196.8	0.00140762
196.85	0.00139064
196.9	0.00238204
196.95	0.00228288
197	0.00153243
197.05	0.00250321
197.1	0.000965718
197.15	0.00203624
197.2	0.0013555
197.25	0.00230225
197.3	0.00179811
197.35	0.00255947
197.4	0.00246279
197.45	0.00126549
197.5	0.00187916
197.55	0.00151405
197.6	0.00235035
197.65	0.00220137
197.7	0.00155411
197.75	0.00198693
197.8	0.00167074
197.85	0.00209272
197.9	0.000240992
197.95	0.00041008
198	0.000128073
198.05	7.05289e-06
198.1	0.000654813
198.15	0.00015473
198.2	0.000240325
198.25	-7.73059e-05
198.3	0.000188479
198.35	-0.000148345
198.4	-0.00034335
198.45	-0.000106215
198.5	-0.000465628
198.55	0.000435664
198.6	0.000238658
198.65	0.000558074
198.7	0.000414725
198.75	7.58295e-05
198.8	-9.29401e-05
198.85	0.000449257
198.9	0.000345103
198.95	0.000901308
199	-8.31258e-05
199.05	0.000949939
199.1	0.00132332
199.15	0.00120597
199.2	0.00195751
199.25	0.00274154
199.3	0.00122384
199.35	0.00152658
199.4	0.0019614
199.45	0.00113766
199.5	0.00201814
199.55	0.00200469
199.6	0.0014215
199.65	0.00186309
199.7	0.00168106
199.75	0.000990587
199.8	0.00134157
199.85	0.0014563
199.9	0.00131533
199.95	0.00110876
200	0.00217128
200.05	0.00272593
200.1	0.00263138
200.15	0.00185166
200.2	0.0016644
200.25	0.000412326
200.3	0.000299765
200.35	2.20359e-05
200.4	0.000126678
200.45	-4.06909e-06
200.5	0.000112358
200.55	0.000117035
200.6	0.000335291
200.65	0.000369354
200.7	0.000330403
200.75	0.000100977
200.8	0.000460222
200.85	0.00150336
200.9	0.000703411
200.95	0.000951114
201	0.000978893
201.05	0.00200706
201.1	0.00145104
201.15	0.00239864
201.2	0.00221132
201.25	0.00178746
201.3	0.00181758
201.35	0.00110855
201.4	0.00121622
201.45	0.00168531
201.5	0.00215397
201.55	0.00157727
201.6	0.00216573
201.65	0.00139922
201.7	0.00263147
201.75	0.00181383
201.8	0.00179313
201.85	0.000486288
201.9	0.000198662
201.95	0.000297415
202	0.000248323
202.05	0.000277395
202.1	0.000373467
202.15	0.000406071
202.2	0.000676961
202.25	0.000931772
202.3	0.00107791
202.35	0.000394806
202.4	0.00237496
202.45	0.00250116
202.5	0.00138932
202.55	0.000664446
202.6	0.00177419
202.65	0.000678146
202.7	0.00229927
202.75	0.000866799
202.8	0.00164512
202.85	0.00170286
202.9	0.00220328
202.95	0.00196416
203	0.000187526
203.05	0.000116282
203.1	0.000167444
203.15	0.000438185
203.2	0.000227171
203.25	0.000290523
203.3	0.00100425
203.35	0.00117223
203.4	0.0025178
203.45	0.000713863
203.5	0.00227537
203.55	0.00127893
203.6	0.00106111
203.65	0.00230197
203.7	0.00113346
203.75	0.00136692
203.8	0.00220371
203.85	0.00219623
203.9	0.0001887
203.95	0.000360191
204	0.00063375
204.05	0.000640582
204.1	0.000528417
204.15	0.00156579
204.2	0.00165093
204.25	0.00110633
204.3	0.00159006
204.35	0.000853583
204.4	0.0021928
204.45	0.00151891
204.5	0.000901452
204.55	0.000254191
204.6	0.00056678
204.65	0.000350853
204.7	0.000397007
204.75	0.000476656
204.8	0.000882121
204.85	0.00154919
204.9	0.000578333
204.95	0.00181824
205	0.00152457
205.05	0.00132243
205.1	0.000628532
205.15	0.000627258
205.2	0.00151509
205.25	0.00128198
205.3	0.000759739
205.35	0.000984201
205.4	0.00184256
205.45	0.00144161
205.5	-5.73389e-05
205.55	0.000648168
205.6	0.00276088
205.65	0.00313144
205.7	0.00119842
205.75	0.00175238
205.8	0.00203551
205.85	-8.954e-05
205.9	0.000761946
205.95	0.00155613
206	0.00170075
206.05	0.00163921
206.1	0.000283758
206.15	0.000464858
206.2	0.00105567
206.25	0.00118573
206.3	0.00202476
206.35	0.000453206
206.4	0.000265255
206.45	0.000949272
206.5	0.000483491
206.55	0.000536815
206.6	0.000851755
206.65	0.00253963
206.7	0.000345302
206.75	0.000808581
206.8	0.00144678
206.85	0.00125598
206.9	0.000966963
206.95	0.000789089
207	0.000142021
207.05	0.000346275
207.1	0.00123123
207.15	0.00106795
207.2	0.000980519
207.25	0.000837063
207.3	0.000574105
207.35	0.000708209
207.4	0.00113091
207.45	0.000763829
207.5	0.00112045
207.55	0.000535838
207.6	0.000773118
207.65	0.000835134
207.7	0.00132946
207.75	0.000763955
207.8	0.00119051
207.85	0.00092393
207.9	0.000704958
207.95	0.000742947
208	0.000582329
208.05	0.000784997
208.1	0.000121387
208.15	0.000629206
208.2	0.000312276
208.25	-0.000322551
208.3	0.000178624
208.35	0.000177852
208.4	0.000190528
208.45	0.000233786
208.5	0.000317311
208.55	0.000309597
208.6	-0.000257406
208.65	-2.10691e-05
208.7	-2.35339e-05
208.75	6.22556e-05
208.8	0.000204615
208.85	0.000779482
208.9	0.000101961
208.95	3.26537e-05
209	0.000222459
209.05	0.00019368
209.1	0.000126435
209.15	4.6565e-05
209.2	-0.000187452
209.25	4.63831e-06
209.3	0.000105706
209.35	-4.40566e-05
209.4	-0.000241337
209.45	0.000111679
209.5	0.000154012
209.55	0.000139991
209.6	5.36504e-05
209.65	5.47101e-05
209.7	0.000169892
209.75	0.000226029
209.8	0.000325109
209.85	9.47813e-05
209.9	0.000234306
209.95	2.95767e-05
210	-0.000257756
210.05	-0.000269391
210.1	-0.000141535
210.15	-8.64106e-05
210.2	-9.12939e-05
210.25	-0.000314505
210.3	-3.36317e-05
210.35	7.08453e-05
210.4	0.000147181
210.45	0.000246166
210.5	0.000382337
210.55	0.000229312
210.6	8.11164e-05
210.65	-3.30022e-05
210.7	6.9532e-05
210.75	0.000147291
210.8	0.000161374
210.85	0.000152226
210.9	0.00013013
210.95	9.90464e-05
211	6.00518e-05
211.05	1.58714e-05
211.1	-0.000133827
211.15	-0.000132198
211.2	-0.000349047
211.25	-3.59504e-05
211.3	0.000131316
211.35	1.79011e-05
211.4	-1.37067e-05
211.45	-0.00030571
211.5	-0.000328248
211.55	-3.18401e-05
211.6	4.9644e-05
211.65	8.52732e-05
211.7	9.98789e-05
211.75	9.98505e-05
211.8	8.52949e-05
211.85	4.95202e-05
211.9	-4.06451e-05
211.95	-6.11794e-05
212	6.58202e-05
212.05	0.000123764
212.1	0.00016632
212.15	0.000212852
212.2	0.000302663
212.25	0.000361559
212.3	0.000213152
212.35	0.000225483
212.4	0.000159133
212.45	3.23645e-05
212.5	-0.000271621
212.55	-0.000195915
212.6	-0.000176433
212.65	-0.000205945
212.7	-0.000475765
212.75	-0.000217148
212.8	-0.000167937
212.85	-0.000149759
212.9	-0.000156144
212.95	-0.000207637
213	-0.000306765
213.05	-0.000115618
213.1	-3.33994e-05
213.15	2.6049e-05
213.2	7.79677e-05
213.25	0.000132634
213.3	0.000209569
213.35	0.000535415
213.4	0.000216667
213.45	0.000197597
213.5	0.000179111
213.55	9.63119e-05
213.6	-0.000118351
213.65	-0.000187635
213.7	-5.01498e-05
213.75	5.12578e-05
213.8	9.27965e-05
213.85	0.000111297
213.9	0.000117473
213.95	0.000115903
214	0.00010886
214.05	9.75742e-05
214.1	8.2748e-05
214.15	6.47524e-05
214.2	4.39172e-05
214.25	2.02882e-05
214.3	-5.36667e-06
214.35	-2.74477e-05
214.4	-7.73045e-05
214.45	-0.000203283
214.5	-0.000117256
214.55	-0.000149619
214.6	-0.000286764
214.65	4.76599e-06
214.7	4.14155e-05
214.75	-0.000142859
214.8	-4.20637e-05
214.85	-5.36511e-05
214.9	-0.00012252
214.95	-0.000421826
215	-0.000258546
215.05	-0.000320932
215.1	-0.000118987
215.15	-4.49475e-05
215.2	-2.28553e-06
215.25	2.49977e-05
215.3	4.27346e-05
215.35	5.36529e-05
215.4	5.91073e-05
215.45	5.96013e-05
215.5	5.50562e-05
215.55	4.47489e-05
215.6	2.69006e-05
215.65	-2.69287e-06
215.7	-5.67352e-05
215.75	-0.000232746
215.8	-7.93775e-05
215.85	5.90996e-06
215.9	5.47714e-05
215.95	9.10615e-05
216	0.000122589
216.05	0.000154521
216.1	0.000193192
216.15	0.000253685
216.2	0.000711139
216.25	0.000352145
216.3	6.32587e-05
216.35	0.000205802
216.4	0.000201558
216.45	0.000172779
216.5	0.000124466
216.55	5.43064e-05
216.6	-5.23398e-05
216.65	-0.000464937
216.7	-0.000135067
216.75	-0.000113339
216.8	-0.000227437
216.85	-0.000173491
216.9	-0.000169823
216.95	-0.000213617
217	-0.000293543
217.05	-0.000697118
217.1	-0.000317294
217.15	-0.000259446
217.2	-0.000232397
217.25	-0.000220633
217.3	-0.000221801
217.35	-0.000239676
217.4	-0.0002931
217.45	-0.000492832
217.5	-0.000239771
217.55	-0.000158422
217.6	-0.000103432
217.65	-5.96917e-05
217.7	-2.18102e-05
217.75	1.32125e-05
217.8	4.77872e-05
217.85	8.46967e-05
217.9	0.000128459
217.95	0.000190864
218	0.000397301
218.05	0.00022022
218.1	0.000165467
218.15	0.000135156
218.2	0.000167501
218.25	0.000158932
218.3	0.000130011
218.35	8.02194e-05
218.4	1.83539e-06
218.45	-0.000136418
218.5	-0.000319
218.55	-0.000338577
218.6	-0.000106926
218.65	-2.80578e-05
218.7	1.61636e-05
218.75	4.36784e-05
218.8	6.12799e-05
218.85	7.23422e-05
218.9	7.87649e-05
218.95	8.17278e-05
219	8.1966e-05
219.05	7.99925e-05
219.1	7.61509e-05
219.15	7.06877e-05
219.2	6.37749e-05
219.25	5.55448e-05
219.3	4.60908e-05
219.35	3.54772e-05
219.4	2.37614e-05
219.45	1.09814e-05
219.5	-2.8089e-06
219.55	-1.75114e-05
219.6	-3.27347e-05
219.65	-4.68465e-05
219.7	-5.46011e-05
219.75	-6.89767e-05
219.8	-0.000542744
219.85	-0.00016861
219.9	-0.000103747
219.95	-9.4106e-05
220	-9.77635e-05
