# gsd	gsr	firingRate	maxFreq	ampFreq	ampOscil	class	meanEv	meanCT	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10
0.0001	0.000331	0	0.02	0.019805	3.80239e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000332	0	0.02	0.0231008	1.09706e-07	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000333	0	0.02	0.0127332	4.02733e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000334	0	0.02	0.0107912	2.48805e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000335	0	0.02	0.0185924	4.25484e-07	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000336	0	0.02	0.00994514	3.14836e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000337	0	0.02	0.00970483	2.12093e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000338	0	0.02	0.0151149	3.67997e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000339	0	0.02	0.0227281	5.36564e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.00034	0	0.02	0.00059539	1.35405e-09	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000341	0	0.02	0.00189391	2.81597e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000342	0	0.02	0.0134973	3.03242e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000343	0	0.02	0.0160955	4.16523e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000344	0	0.02	0.0172358	3.22304e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000345	0	0.02	0.0126504	2.82338e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000346	0	0.02	0.0111421	2.55526e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000347	0	0.02	0.0177301	3.58869e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000348	0	0.02	0.0158778	3.90318e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.0001	0.000349	0	0.02	0.0109154	2.09718e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.0002	0	0.02	0.00501126	1.20192e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000201	0	0.02	0.0210227	3.4739e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000202	0	0.02	0.0166863	3.35561e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000203	0	0.02	0.0166325	3.12386e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000204	0	0.02	0.0210797	3.49761e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000205	0	0.02	0.00890762	3.67212e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000206	0	0.08	0.0293443	2.75595e-06	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000207	0	0.04	0.011664	9.84848e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000208	0	0.02	0.0127966	3.13046e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000209	0	0.02	0.0188542	3.93465e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.00021	0	0.02	0.00541995	1.36218e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000211	0	0.04	0.0305656	9.23039e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000212	0	0.02	0.0143685	3.42015e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000213	0	0.06	0.0209148	9.82504e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000214	0	0.04	0.0169093	3.77515e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000215	0	0.02	0.0267909	9.26033e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000216	0	0.02	0.0140236	3.6207e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000217	0	0.02	0.0131457	3.76091e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000218	0	0.02	0.0182164	3.18801e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000219	0	0.02	0.00627754	1.53428e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.00022	0	0.02	0.0122716	2.61699e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000221	0	0.02	0.0165829	2.80638e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000222	0	0.02	0.0172989	3.46788e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000223	0	0.02	0.0201203	4.98862e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000224	0	0.02	0.0130838	3.6527e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000225	0	0.02	0.00859891	1.98573e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000226	0	0.02	0.0383759	9.53371e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000227	0	0.02	0.0172295	3.99826e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000228	0	0.02	0.0125262	3.26681e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000229	0	0.02	0.00819557	3.36387e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.00023	0	0.02	0.0127275	2.98245e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000231	0	0.02	0.0108982	2.19895e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000232	0	0.02	0.0134428	2.97169e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000233	0	0.02	0.011937	2.39756e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000234	0	0.02	0.00772667	2.74296e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000235	0	0.02	0.0104642	2.7416e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000236	0	0.02	0.0220343	4.48333e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000237	0	0.02	0.011653	2.20774e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000238	0	0.02	0.00914736	2.05627e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000239	0	0.02	0.0162765	3.94144e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.00024	0	0.02	0.0125593	2.6431e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000241	0	0.02	0.00422483	1.19488e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000242	0	0.02	0.0109253	2.18114e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000243	0	0.02	0.00439926	1.05954e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000244	0	0.02	0.0233034	3.97856e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000245	0	0.02	0.00949938	2.82798e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000246	0	0.02	0.00230195	5.9032e-09	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000247	0	0.02	0.0159913	3.21261e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000248	0	0.02	0.0139061	2.97254e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000249	0	0.02	0.010723	2.96435e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.00025	0	0.02	0.0126426	4.01113e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000251	0	0.02	0.0126277	4.94177e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000252	0	0.02	0.0157388	3.64435e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000253	0	0.02	0.00906259	1.94347e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000254	0	0.02	0.00873375	2.63256e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000255	0	0.0207107	0.0136741	3.15769e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
0.000102	0.000256	0	0.0202457	0.0110162	2.02038e-08	0	0	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
