0.251084,4.27842,4.27842,2,2,3
0.250507,4.23735,4.23735,2,2,3
0.249921,4.19634,4.19634,2,2,3
0.249323,4.15539,4.15539,2,2,3
0.248715,4.1145,4.1145,2,2,3
0.248096,4.07368,4.07368,2,2,3
0.247467,4.03293,4.03293,2,2,3
0.246826,3.99224,3.99224,2,2,3
0.246174,3.95163,3.95163,2,2,3
0.24551,3.91108,3.91108,2,2,3
0.244835,3.87061,3.87061,2,2,3
0.244148,3.83021,3.83021,2,2,3
0.243449,3.78988,3.78988,2,2,3
0.242738,3.74964,3.74964,2,2,3
0.242015,3.70947,3.70947,2,2,3
0.24128,3.66939,3.66939,2,2,3
0.240532,3.6294,3.6294,2,2,3
0.239772,3.58949,3.58949,2,2,3
0.239,3.54968,3.54968,2,2,3
0.238215,3.50996,3.50996,2,2,3
0.237417,3.47034,3.47034,2,2,3
0.236607,3.43083,3.43083,2,2,3
0.235785,3.39142,3.39142,2,2,3
0.23495,3.35212,3.35212,2,2,3
0.234102,3.31295,3.31295,2,2,3
0.233242,3.27389,3.27389,2,2,3
0.23237,3.23497,3.23497,2,2,3
0.231485,3.19618,3.19618,2,2,3
0.230589,3.15753,3.15753,2,2,3
0.229681,3.11902,3.11902,2,2,3
0.228761,3.08068,3.08068,2,2,3
0.227831,3.0425,3.0425,2,2,3
0.226889,3.00449,3.00449,2,2,3
0.225937,2.96666,2.96666,2,2,3
0.224975,2.92902,2.92902,2,2,3
0.224004,2.89157,2.89157,2,2,3
0.223023,2.85434,2.85434,2,2,3
0.222034,2.81733,2.81733,2,2,3
0.221038,2.78054,2.78054,2,2,3
0.220034,2.744,2.744,2,2,3
0.219024,2.7077,2.7077,2,2,3
0.218008,2.67167,2.67167,2,2,3
0.216987,2.63591,2.63591,2,2,3
0.215962,2.60044,2.60044,2,2,3
0.214933,2.56526,2.56526,2,2,3
0.213903,2.53039,2.53039,2,2,3
0.212871,2.49584,2.49584,2,2,3
0.211839,2.46162,2.46162,2,2,3
0.210806,2.42774,2.42774,2,2,3
0.209776,2.39421,2.39421,2,2,3
0.208748,2.36104,2.36104,2,2,3
0.207723,2.32824,2.32824,2,2,3
0.206702,2.29581,2.29581,2,2,3
0.205686,2.26377,2.26377,2,2,3
0.204677,2.23213,2.23213,2,2,3
0.203674,2.20088,2.20088,2,2,3
0.202679,2.17003,2.17003,2,2,3
0.201693,2.1396,2.1396,2,2,3
0.200716,2.10958,2.10958,2,2,3
0.199749,2.07998,2.07998,2,2,3
0.198793,2.05079,2.05079,2,2,3
0.197848,2.02203,2.02203,2,2,3
0.196915,1.99369,1.99369,2,2,3
0.195994,1.96577,1.96577,2,2,3
0.195087,1.93828,1.93828,2,2,3
0.194193,1.9112,1.9112,2,2,3
0.193312,1.88455,1.88455,2,2,3
0.192445,1.85831,1.85831,2,2,3
0.191593,1.83249,1.83249,2,2,3
0.190756,1.80708,1.80708,2,2,3
0.189933,1.78207,1.78207,2,2,3
0.189125,1.75747,1.75747,2,2,3
0.188332,1.73326,1.73326,2,2,3
0.187554,1.70946,1.70946,2,2,3
0.186792,1.68604,1.68604,2,2,3
0.186044,1.663,1.663,2,2,3
0.185312,1.64034,1.64034,2,2,3
0.184595,1.61805,1.61805,2,2,3
0.183893,1.59613,1.59613,2,2,3
0.183206,1.57458,1.57458,2,2,3
0.182534,1.55337,1.55337,2,2,3
0.181877,1.53252,1.53252,2,2,3
0.181234,1.512,1.512,2,2,3
0.180606,1.49183,1.49183,2,2,3
0.179993,1.47198,1.47198,2,2,3
0.179393,1.45246,1.45246,2,2,3
0.178807,1.43326,1.43326,2,2,3
0.178236,1.41437,1.41437,2,2,3
0.177677,1.39579,1.39579,2,2,3
0.177133,1.37751,1.37751,2,2,3
0.176601,1.35953,1.35953,2,2,3
0.176083,1.34183,1.34183,2,2,3
0.175577,1.32442,1.32442,2,2,3
0.175084,1.30728,1.30728,2,2,3
0.174603,1.29042,1.29042,2,2,3
0.174134,1.27383,1.27383,2,2,3
0.173677,1.2575,1.2575,2,2,3
0.173232,1.24143,1.24143,2,2,3
0.172798,1.22561,1.22561,2,2,3
0.172376,1.21003,1.21003,2,2,3
0.171964,1.1947,1.1947,2,2,3
0.171564,1.17961,1.17961,2,2,3
0.171174,1.16475,1.16475,2,2,3
0.170794,1.15012,1.15012,2,2,3
0.170425,1.13571,1.13571,2,2,3
0.170065,1.12152,1.12152,2,2,3
0.169716,1.10755,1.10755,2,2,3
0.169376,1.09379,1.09379,2,2,3
0.169046,1.08024,1.08024,2,2,3
0.168724,1.06689,1.06689,2,2,3
0.168412,1.05374,1.05374,2,2,3
0.168109,1.04079,1.04079,2,2,3
0.167815,1.02803,1.02803,2,2,3
0.167529,1.01546,1.01546,2,2,3
0.167251,1.00307,1.00307,2,2,3
0.166981,0.990868,0.990868,2,2,3
0.16672,0.978842,0.978842,2,2,3
0.166466,0.966991,0.966991,2,2,3
0.16622,0.955311,0.955311,2,2,3
0.165982,0.943801,0.943801,2,2,3
0.165751,0.932456,0.932456,2,2,3
0.165527,0.921274,0.921274,2,2,3
0.165311,0.910252,0.910252,2,2,3
0.165101,0.899387,0.899387,2,2,3
0.164898,0.888676,0.888676,2,2,3
0.164702,0.878116,0.878116,2,2,3
0.164512,0.867706,0.867706,2,2,3
0.164329,0.857441,0.857441,2,2,3
0.164152,0.84732,0.84732,2,2,3
0.163981,0.837341,0.837341,2,2,3
0.163817,0.8275,0.8275,2,2,3
0.163658,0.817795,0.817795,2,2,3
0.163505,0.808225,0.808225,2,2,3
0.163358,0.798786,0.798786,2,2,3
0.163216,0.789477,0.789477,2,2,3
0.16308,0.780295,0.780295,2,2,3
0.16295,0.771238,0.771238,2,2,3
0.162824,0.762305,0.762305,2,2,3
0.162704,0.753492,0.753492,2,2,3
0.162589,0.744799,0.744799,2,2,3
0.162479,0.736223,0.736223,2,2,3
0.162373,0.727762,0.727762,2,2,3
0.162273,0.719414,0.719414,2,2,3
0.162177,0.711178,0.711178,2,2,3
0.162086,0.703052,0.703052,2,2,3
0.161999,0.695033,0.695033,2,2,3
0.161917,0.687121,0.687121,2,2,3
0.161839,0.679314,0.679314,2,2,3
0.161766,0.671609,0.671609,2,2,3
0.161697,0.664005,0.664005,2,2,3
0.161631,0.656501,0.656501,2,2,3
0.16157,0.649095,0.649095,2,2,3
0.161513,0.641786,0.641786,2,2,3
0.16146,0.634572,0.634572,2,2,3
0.161411,0.627451,0.627451,2,2,3
0.161365,0.620422,0.620422,2,2,3
0.161323,0.613485,0.613485,2,2,3
0.161285,0.606636,0.606636,2,2,3
0.16125,0.599875,0.599875,2,2,3
0.161219,0.593202,0.593202,2,2,3
0.161192,0.586613,0.586613,2,2,3
0.161167,0.580109,0.580109,2,2,3
0.161146,0.573687,0.573687,2,2,3
0.161129,0.567347,0.567347,2,2,3
0.161114,0.561087,0.561087,2,2,3
0.161103,0.554906,0.554906,2,2,3
0.161095,0.548803,0.548803,2,2,3
0.161089,0.542777,0.542777,2,2,3
0.161087,0.536827,0.536827,2,2,3
0.161088,0.530951,0.530951,2,2,3
0.161092,0.525149,0.525149,2,2,3
0.161098,0.519419,0.519419,2,2,3
0.161107,0.513761,0.513761,2,2,3
0.161119,0.508173,0.508173,2,2,3
0.161134,0.502654,0.502654,2,2,3
0.161151,0.497204,0.497204,2,2,3
0.161171,0.491821,0.491821,2,2,3
0.161194,0.486504,0.486504,2,2,3
0.161219,0.481252,0.481252,2,2,3
0.161246,0.476066,0.476066,2,2,3
0.161276,0.470942,0.470942,2,2,3
0.161309,0.465882,0.465882,2,2,3
0.161343,0.460883,0.460883,2,2,3
0.16138,0.455945,0.455945,2,2,3
0.16142,0.451068,0.451068,2,2,3
0.161461,0.446249,0.446249,2,2,3
0.161505,0.441489,0.441489,2,2,3
0.161551,0.436787,0.436787,2,2,3
0.161599,0.432141,0.432141,2,2,3
0.161649,0.427551,0.427551,2,2,3
0.161701,0.423017,0.423017,2,2,3
0.161755,0.418537,0.418537,2,2,3
0.161811,0.414111,0.414111,2,2,3
0.161869,0.409747,0.409747,2,2,3
0.16193,0.405452,0.405452,2,2,3
0.16197,0.402725,0.402725,2,2,3
0.16199,0.401367,0.401367,2,2,3
0.162,0.400689,0.400689,2,2,3
0.162004,0.400361,0.400361,2,2,3
0.162011,0.4,0.4,2,2,3
0.162014,0.399684,0.399684,2,2,3
0.16202,0.399334,0.399334,2,2,3
0.16203,0.398659,0.398659,2,2,3
0.162051,0.39731,0.39731,2,2,3
0.162092,0.394622,0.394622,2,2,3
0.162157,0.390456,0.390456,2,2,3
0.162225,0.386355,0.386355,2,2,3
0.162295,0.382312,0.382312,2,2,3
0.162367,0.378317,0.378317,2,2,3
0.16244,0.37437,0.37437,2,2,3
0.162515,0.370468,0.370468,2,2,3
0.162592,0.366613,0.366613,2,2,3
0.16267,0.362803,0.362803,2,2,3
0.16275,0.359037,0.359037,2,2,3
0.162831,0.355316,0.355316,2,2,3
0.162914,0.351638,0.351638,2,2,3
0.162998,0.348003,0.348003,2,2,3
0.163084,0.344411,0.344411,2,2,3
0.163171,0.34086,0.34086,2,2,3
0.16326,0.33735,0.33735,2,2,3
0.16335,0.333882,0.333882,2,2,3
0.163441,0.330453,0.330453,2,2,3
0.163534,0.327064,0.327064,2,2,3
0.163628,0.323715,0.323715,2,2,3
0.163723,0.320403,0.320403,2,2,3
0.16382,0.31713,0.31713,2,2,3
0.163918,0.313895,0.313895,2,2,3
0.164016,0.310697,0.310697,2,2,3
0.164117,0.307535,0.307535,2,2,3
0.164218,0.30441,0.30441,2,2,3
0.164321,0.30132,0.30132,2,2,3
0.164424,0.298266,0.298266,2,2,3
0.164529,0.295246,0.295246,2,2,3
0.164635,0.292261,0.292261,2,2,3
0.164742,0.28931,0.28931,2,2,3
0.16485,0.286392,0.286392,2,2,3
0.164959,0.283507,0.283507,2,2,3
0.165069,0.280655,0.280655,2,2,3
0.16518,0.277835,0.277835,2,2,3
0.165292,0.275047,0.275047,2,2,3
0.165404,0.27229,0.27229,2,2,3
0.165518,0.269565,0.269565,2,2,3
0.165633,0.26687,0.26687,2,2,3
0.165749,0.264205,0.264205,2,2,3
0.165865,0.26157,0.26157,2,2,3
0.165983,0.258964,0.258964,2,2,3
0.166101,0.256388,0.256388,2,2,3
0.16622,0.25384,0.25384,2,2,3
0.16634,0.251321,0.251321,2,2,3
0.166461,0.248829,0.248829,2,2,3
0.166582,0.246366,0.246366,2,2,3
0.166704,0.243929,0.243929,2,2,3
0.166827,0.24152,0.24152,2,2,3
0.166951,0.239137,0.239137,2,2,3
0.167075,0.236781,0.236781,2,2,3
0.1672,0.23445,0.23445,2,2,3
0.167326,0.232145,0.232145,2,2,3
0.167453,0.229866,0.229866,2,2,3
0.16758,0.227611,0.227611,2,2,3
0.167708,0.225381,0.225381,2,2,3
0.167836,0.223176,0.223176,2,2,3
0.167965,0.220995,0.220995,2,2,3
0.168094,0.218837,0.218837,2,2,3
0.168225,0.216703,0.216703,2,2,3
